,s1,s2,score_gold,rank_gold,score_WRD,rank_WRD,score_COS,rank_COS,score_ROTS4,rank_ROTS4,score_ROTSmean,rank_ROTSmean,SCORE_SELECTION,RANK_SELECTION
311,a steam engine and train moving toward the camera .,a white sheep on a hillside looking at the camera .,1,247,0.204043386,82,0.195388878,94,0.219258748,93,0.205388666,91,-0.029862989,10
39,a woman is taking a bath .,a woman is riding a horse .,0.538,186,0.376061437,307,0.315399424,180,0.36088347,186,0.337865079,183,-0.030306078,127
126,someone is drawing .,someone is dancing .,0.3,141,0.472066796,508,0.381573123,237,0.441986015,255,0.411724358,250,-0.030332111,235
594,the kids are at the theater watching a movie .,it is picture day for the boys,0.2,130,0.170221878,59,0.175466859,84,0.188049893,80,0.180566622,81,-0.030411049,17
204,a man is playing a cello .,a man is rapidly lifting small weights .,0.4,156,0.161329681,54,0.133461023,59,0.162767035,64,0.147789866,62,-0.030743365,15
496,a girl is running on a desert path .,a young girl is talking on a cell phone .,0.8,231,0.248052528,128,0.213596,107,0.246236185,110,0.228392553,109,-0.030823842,-15
836,it 's not a good idea .,not a good idea .,5,1345,0.862183304,1338,0.962378735,1352,1.103297654,1325,1.021331738,1333,-0.031157346,-26
675,there is no maximum .,there is no quarantine period .,0,63,0.315234814,225,0.294021533,161,0.320325562,156,0.30575726,158,-0.031394777,74
65,a man is holding a leaf .,a monkey is fighting a man .,0,1,0.314023316,221,0.273551467,145,0.309835647,148,0.29138193,146,-0.03209651,70
105,a group of people are dancing .,women are dancing outside .,3,708,0.464392493,492,0.623844695,590,0.695826552,594,0.65919585,601,-0.032200902,106
361,a pile of used wooden building materials with a chair on top .,pile of wooden debris with chair on top .,4,1059,0.657845089,1008,0.777113838,989,0.899742442,1011,0.831103472,1001,-0.034443812,25
180,a woman is exercising .,a man is dancing .,0.25,136,0.364349494,294,0.354016859,221,0.376456323,201,0.365172126,209,-0.034546292,113
179,a man is dancing .,a woman is exercising .,0.4,151,0.364349494,293,0.354016859,220,0.376456323,202,0.365172126,210,-0.034546292,109
392,a man and a woman watch two dogs .,a man in a maroon bathing suit swings on a rope on a lake .,0.4,160,0.123888738,31,0.122675501,51,0.141610409,53,0.131452634,50,-0.036656578,24
1288,lord palumbo offers hope for a relationship with his son james,oscar pistorius sent for mental evaluation : what will it mean ?,0.2,133,0.090194821,14,0.118001627,47,0.122536997,44,0.119888182,45,-0.036877545,27
505,a young person deep in thought .,a young man deep in thought .,4.6,1237,0.814934512,1292,0.863182284,1209,1.019944196,1231,0.936957878,1224,-0.038005189,71
1037,"bashir felt he was being tried by opinion not on the facts , mahendradatta told reuters .","bashir also felt he was being tried by opinion rather than facts of law , he added .",4,1128,0.673236031,1040,0.768821942,968,0.898554621,1008,0.818288307,970,-0.039167215,8
1314,"bangladesh collapse search over ; death toll 1,127",bangladesh collapse deaths top 620,3.2,828,0.485385186,554,0.674881701,733,0.75437994,717,0.706962723,720,-0.039263366,147
509,a little girl in an orange striped outfit is airborne whilst bouncing on a bed .,a dog in a red shirt is chasing a squirrel through the glass .,0.2,123,0.186837376,71,0.190146246,90,0.208148933,87,0.19859974,90,-0.039314245,13
3,a man is cutting up a cucumber .,a man is slicing a cucumber .,4.2,1148,0.717533117,1140,0.807069356,1078,0.938034427,1096,0.871562254,1102,-0.040671328,-26
76,a boy is crawling into a dog house .,a boy is playing a wooden flute .,0.75,206,0.246375833,127,0.227869153,115,0.257707981,113,0.241952492,115,-0.041170976,-16
1247,iran says nuclear talks to resume next month,iran says capable of jamming foes ' communication systems,0.6,202,0.284883398,171,0.214115475,108,0.270110734,120,0.239979135,113,-0.041222594,-39
1018,the bush administration blames hussein loyalists and foreign muslim militants who have entered iraq to fight u.s. troops for the wave of bombings and guerrilla attacks .,the bush administration blames the wave of bombings and guerrilla attacks on saddam loyalists and foreign muslim militants who have entered iraq to fight u.s. troops .,5,1359,0.949585264,1364,0.971110227,1359,1.060745848,1282,1.013017428,1330,-0.042187187,-149
341,a green car parked at a saloon .,a green car parked outside the saloon .,5,1298,0.84305442,1316,0.947663798,1345,1.125824707,1339,1.029963956,1340,-0.042367632,-17
1150,publisher acquitted in privacy case,pbs publishes new guidelines on impartiality,0.4,168,0.11998389,29,0.145366648,65,0.15428958,60,0.149846451,64,-0.043228623,26
570,a man is doing a stunt on his bicycle .,a man is doing a wheelie on his motorcycle .,3.2,811,0.600895722,868,0.616850932,580,0.69291012,587,0.653497826,585,-0.043566894,-160
1154,england captain andrew strauss retires from professional cricket,england captain strauss retires from cricket,4.8,1273,0.769281912,1235,0.908922344,1298,1.102751929,1324,0.99851109,1317,-0.043708113,-39
671,this is not a good idea .,but it is not a good idea .,5,1318,0.855334485,1333,0.963841891,1354,1.112374064,1330,1.02768862,1339,-0.043924505,27
329,a black dog standing in a grassy area .,a long-haired dog stands in a grassy wooded area .,3.4,858,0.535580345,690,0.681762678,759,0.775134935,760,0.724273313,764,-0.044087537,71
238,a person is putting shredded cheese in a pot .,a hamster is eating some seeds .,0.25,139,0.113081698,25,0.146944129,67,0.152066573,59,0.149224249,63,-0.044107318,26
464,two people ride their bikes down a dirt road .,two people riding their bikes on a hill .,3.4,864,0.549622376,730,0.744114086,897,0.799402688,813,0.766429197,861,-0.044313666,65
1248,us authorities charge man in ricin probe,south african police arrest 50 in farm protest,0,101,0.126100437,35,0.153733419,73,0.162194557,63,0.157260644,67,-0.044555258,18
1175,japan to deport chinese held over island landing,german court weighs delay to euro fund ruling,0,99,0.094156744,17,0.133920886,60,0.136737349,50,0.134926054,55,-0.045397068,23
1223,morsi supporters protest in egypt,morsi backers defiant in face of egypt govt threat,3,784,0.461199897,484,0.646334736,657,0.715390637,633,0.679215843,644,-0.045646435,125
335,"a television , upholstered chair , and coffee stable in a bright room .",a leather couch and wooden table in a living room .,2.2,543,0.321269138,236,0.55022863,431,0.57753316,382,0.562554023,404,-0.046106827,97
159,a man is dancing .,a man is thinking .,1.2,311,0.443144751,435,0.39757983,253,0.443936131,257,0.420594626,256,-0.047147682,74
930,""" we need to change old habits and seriously rethink business-as-usual . ""","he urged employees to "" avoid complacency "" and to "" change old habits and seriously rethink business-as-usual . """,3.75,976,0.627451313,933,0.794971748,1046,0.857360704,917,0.814023082,958,-0.047200974,-5
1332,iran warns of spillover of possible war on syria,"iranian delegation heads to lebanon , syria",1.8,439,0.320694446,235,0.38197376,238,0.414390577,233,0.397163819,236,-0.047501839,-7
917,""" both of these kids are in wonderful physical condition right now , "" he said during a press briefing at the hospital .",""" both of these kids are in wonderful physical condition right now , "" said goodrich , also director of pediatric neurosurgery at the children 's hospital at montefiore .",3.4,875,0.596614245,853,0.628433431,609,0.77156205,752,0.693628437,685,-0.048171777,42
981,""" the discovery that the map bug is present in the vast majority of crohn 's sufferers means it is almost certainly causing the intestinal inflammation , "" it said in a statement .",the researchers say that the fact the map bug is present in the vast majority of crohns sufferers means it is almost certainly causing the intestinal inflammation .,4.6,1240,0.818017591,1295,0.893850682,1266,1.008598739,1212,0.937557962,1226,-0.049065752,25
1371,5 us airstrikes target islamic state fighters,kurds see turkey impeding islamic state fight,1,304,0.330470976,247,0.295913939,164,0.337887166,172,0.311893087,166,-0.049389418,-67
712,the best thing you can do is to know your stuff .,the best thing to do is to overcome the fussiness .,0,70,0.377957426,311,0.348608193,210,0.388048656,210,0.364347267,204,-0.049531693,101
123,meat is being put into a skillet .,a woman is putting a baby into a trash can .,0.4,150,0.266276546,147,0.255746888,130,0.285834069,132,0.26948841,131,-0.049644704,-13
1131,us says ready to help blind chinese activist,u.s. ready to help chinese activist : official,3.4,890,0.597705284,858,0.66513318,712,0.75394544,713,0.699726553,699,-0.050729343,-144
1157,conspiracy against me - lance,day begins amid panic,0.2,132,0.030160658,2,-0.023698528,6,-0.022254959,6,-0.023103939,6,-0.050972047,4
186,a man is bowling .,a kitten is walking .,0,15,0.126394912,36,0.17522685,83,0.17660949,71,0.175855227,78,-0.051597218,-23
771,"yes , there is a reason to not do what you propose .","valid reasons to feel the way you do , but not a reason to resign .",2,495,0.350475602,280,0.460859983,306,0.481203638,281,0.467480764,295,-0.052022895,-24
653,it 's pretty much up to you .,it 's much better to ask .,0,59,0.346341748,273,0.331856695,194,0.365312609,193,0.345832012,193,-0.052426774,81
515,the boys are earning their next belt in karate .,five girls and one boy are in their swimsuits all in the middle of jumping into the pool .,0.2,125,0.232053436,114,0.23590738,118,0.260497851,116,0.247245559,117,-0.053034886,0
748,there are a few things i think you should do .,there are quite a few things you would need to do ;,4,1095,0.650955701,989,0.811968092,1093,0.907374805,1032,0.851367985,1059,-0.053737219,-18
488,"brown and black dogs on snow , showing teeth and barking at each other .",a black dog fighting with a brown dog in the snow .,3.4,866,0.528185296,663,0.727595303,858,0.806609987,828,0.759648869,846,-0.053809967,135
1360,obama holds out over syria strikes,uk urges countries over syria aid,1,302,0.302902735,202,0.298882875,166,0.328355478,161,0.31052558,163,-0.054925346,-46
321,a car is pulling off the side of the road onto the street .,a silver car parked on the side of the road in front of the hills .,2.6,624,0.419813366,386,0.585737693,508,0.631320385,463,0.605840348,481,-0.056716442,32
928,the transaction will grant handspring stockholders 0.09 of a share of palm--and no shares of palmsource--for each share of handspring common stock .,"under the proposed terms of the transaction , and following the spinoff of palmsource , palm will exchange 0.09 shares for each share of handspring .",3.75,974,0.618373002,916,0.774701875,986,0.856661309,915,0.806460709,938,-0.056993745,-48
395,a man and a woman are standing in front of a building,two girls are sitting on an atv on the sand in front of a bridge .,0.4,161,0.284465507,170,0.273826667,146,0.308130031,144,0.288887697,143,-0.057967887,-10
374,two women in a clothing store .,two women in a sailboat .,0.8,227,0.30472487,205,0.298289918,165,0.330559466,165,0.313561411,168,-0.058104143,-40
1126,"the study also found that consumer goods advertisers continued to spend the most dollars online , representing 35 % of all web advertising .","in the second quarter , consumer advertisers continued to spend the most online , slightly increasing their share .",3,781,0.478541564,534,0.642157847,647,0.71108145,624,0.667072823,620,-0.058546616,67
279,a table is set with wine and dishes for two people .,"a wooden table is set with candles , wine , and a purple plastic bowl .",2.6,622,0.399657182,351,0.562910316,457,0.631226072,462,0.592355027,459,-0.059199011,116
90,a person is peeling a potato with a potato peeler .,a man is cutting tomatoes with a cleaver .,0.75,207,0.226163518,105,0.266705236,139,0.276589459,124,0.271357188,134,-0.060310163,4
1281,jamaican connection in liverpool 's win,japan election : shinzo abe hails landslide win,0.4,172,0.166235131,58,0.180945242,86,0.203857614,84,0.190573305,86,-0.060534854,24
387,a dog swims through the water .,a dog wearing a cape is running through the snow .,1.4,353,0.29501988,188,0.271300637,144,0.322297012,157,0.293824618,149,-0.060874781,-18
556,a boy is very close to a girl .,a girl is close to a boy whose face is not shown .,3.2,810,0.504361741,609,0.680762098,753,0.759388423,726,0.71045903,732,-0.062376489,90
617,the head of a child with dark glasses is in focus .,there is a woman with a full head of hair .,0.2,131,0.259685854,139,0.294882906,162,0.308804217,145,0.299947154,155,-0.063039673,11
1104,"geraldine andrews , the pastor 's daughter-in-law , said robinson recently took her daughter out of a mental health facility .","geraldine andrews , reynolds ' daughter-in-law and a friend of wilson 's family , said robinson had recently taken wilson out of a mental health facility .",4,1133,0.683886846,1060,0.77304099,977,0.903418396,1023,0.82497504,983,-0.063764628,9
577,the children are holding musical instruments .,a group of children are singing and playing instruments,3.4,870,0.547097253,724,0.733073421,871,0.804975395,825,0.765783635,858,-0.063974623,57
277,two men standing in grass staring at a car .,a woman in a pink top posing with beer .,0.2,118,0.172463114,61,0.212772368,106,0.224658489,98,0.21733733,100,-0.064081495,29
827,i think it 's just a habit .,i think it 's a bad idea .,1,285,0.405195509,357,0.399051454,256,0.434436657,248,0.415156391,254,-0.064626351,27
761,what is your lid made of ?,what is your paper for ?,0,78,0.415083753,375,0.342353279,204,0.411053432,227,0.372510858,218,-0.064669832,125
1160,sunderland 2-2 bolton : davies double gets trotters a point but they stay in bottom three,sunderland 2-2 bolton : davies in at the double,4,1137,0.550533408,732,0.807518898,1082,0.961106975,1135,0.875842006,1107,-0.065228459,456
21,the woman is styling her hair .,the woman is slicing herbs .,0.2,115,0.298380847,194,0.302741978,169,0.334078226,169,0.318098909,170,-0.067033628,25
